trial_id,eval/NHD,eval/SHD,eval/TPR,eval/FDR,eval/PPV,eval/F1,eval/ACC,eval/FPR,eval/dagness,eval/roc_auc,eval/time,eval/priority_l2_norm,eval/priority_diff_mean,eval/priority_diff_std,exp/iter,dset/nodes,dset/samples,hparam/threshold,hparam/force_dag,hparam/batch_size,hparam/max_epochs,hparam/early_stop,hparam/learning_rate,hparam/l1_adj_reg,hparam/l2_adj_reg,hparam/priority_reg,hparam/init_temperature,hparam/temperature,hparam/shift,hparam/hard_threshold,hparam/symmetric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/threshold,config/force_dag,config/batch_size,config/max_epochs,config/early_stop,config/learning_rate,config/l1_adj_reg,config/l2_adj_reg,config/priority_reg,config/hidden_size,config/init_temperature,config/temperature,config/shift,config/hard_threshold,config/anneal,config/symmetric
d896d_01211,5.553333333333333,166.6,0.7899999999999999,0.4751720101822993,0.5248279898177007,0.630607764188113,0.8148888888888889,0.17888888888888888,0.0,0.8903950617283952,171.93734411759868,1.8321536779403687,0.15178263187408447,0.17085562646389008,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0027754965032632836,0.00018683600755866177,0.0014350936831017027,0.0017808384665431466,0.45,0.0005814180543652274,0.00686875687135137,0.0,0.0,861.9755947589874,True,,,1,e6455054802b47aaabde36c57b7a1e31,2023-05-21_15-17-14,1684675034,861.9755947589874,53232,c01,172.16.6.1,861.9755947589874,0,1,0.006726980209350586,"1211_l1_adj_reg=0.0002,l2_adj_reg=0.0014,learning_rate=0.0028,priority_reg=0.0018,shift=0.0069,temperature=0.0006",0.3,False,64,2000,False,0.0027754965032632836,0.00018683600755866177,0.0014350936831017027,0.0017808384665431466,,0.45,0.0005814180543652274,0.00686875687135137,False,cosine,False
d896d_01212,4.166666666666666,125.0,0.8433333333333334,0.382190199583704,0.617809800416296,0.7121139160490446,0.861111111111111,0.13444444444444442,0.0,0.9124251543209876,174.2283391259989,2.421098470687866,0.3012576997280121,0.2589656710624695,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.008478719438322915,0.00032411700150634747,0.0031871335786839484,0.00245192389947185,0.45,0.0007335236483147523,0.012270041908388282,0.0,0.0,874.3139872550964,True,,,1,4c190a86735a4a7088db9c1e41b5f946,2023-05-21_15-17-40,1684675060,874.3139872550964,52837,c01,172.16.6.1,874.3139872550964,0,1,0.005011081695556641,"1212_l1_adj_reg=0.0003,l2_adj_reg=0.0032,learning_rate=0.0085,priority_reg=0.0025,shift=0.0123,temperature=0.0007",0.3,False,64,2000,False,0.008478719438322915,0.00032411700150634747,0.0031871335786839484,0.00245192389947185,,0.45,0.0007335236483147523,0.012270041908388282,False,cosine,False
d896d_01213,5.6066666666666665,168.2,0.7988888888888889,0.47785651178305477,0.5221434882169451,0.6314342403790352,0.813111111111111,0.18333333333333335,0.0,0.8990949074074074,173.15917555239866,1.8206316232681274,0.15637679398059845,0.18282638490200043,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0016444176163302594,0.0002874167376476718,0.004798181230673626,0.0027976155337669072,0.45,0.0007066017950671802,0.011448600667726936,0.0,0.0,869.5644497871399,True,,,1,d07d1a290ef54559bb1227f445cdf659,2023-05-21_15-18-18,1684675098,869.5644497871399,52979,c01,172.16.6.1,869.5644497871399,0,1,0.0041980743408203125,"1213_l1_adj_reg=0.0003,l2_adj_reg=0.0048,learning_rate=0.0016,priority_reg=0.0028,shift=0.0114,temperature=0.0007",0.3,False,64,2000,False,0.0016444176163302596,0.0002874167376476718,0.004798181230673626,0.0027976155337669072,,0.45,0.0007066017950671802,0.011448600667726936,False,cosine,False
d896d_01214,5.133333333333333,154.0,0.82,0.45208479359767084,0.5479152064023292,0.6566580434021375,0.828888888888889,0.1688888888888889,0.0,0.906170524691358,174.41350709079924,2.4994354248046875,0.17768776416778564,0.2536464333534241,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.001990818380051172,0.0005279527278315375,0.0010830143892535244,0.0010072000168583714,0.45,0.0007632505405079317,0.011243088024280775,0.0,0.0,874.5922901630402,True,,,1,973110c194a14674b50a209afca5e82f,2023-05-21_15-18-30,1684675110,874.5922901630402,53298,c01,172.16.6.1,874.5922901630402,0,1,0.005421638488769531,"1214_l1_adj_reg=0.0005,l2_adj_reg=0.0011,learning_rate=0.0020,priority_reg=0.0010,shift=0.0112,temperature=0.0008",0.3,False,64,2000,False,0.001990818380051172,0.0005279527278315375,0.0010830143892535244,0.0010072000168583714,,0.45,0.0007632505405079317,0.011243088024280775,False,cosine,False
d896d_01215,5.18,155.4,0.7911111111111111,0.45284684008880555,0.5471531599111945,0.6468229509331405,0.8273333333333334,0.16361111111111112,0.0,0.8952137345679013,173.80295852879937,2.3840548992156982,0.205638125538826,0.22603197395801544,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0025202218492435093,0.0004631878949916437,0.003794414028349127,0.0011033323827836711,0.45,0.000879654347605793,0.01642798188690107,0.0,0.0,872.5895490646362,True,,,1,3d0dcd6ddd7848519b9ff89dd36256a6,2023-05-21_15-18-53,1684675133,872.5895490646362,53167,c01,172.16.6.1,872.5895490646362,0,1,0.004845142364501953,"1215_l1_adj_reg=0.0005,l2_adj_reg=0.0038,learning_rate=0.0025,priority_reg=0.0011,shift=0.0164,temperature=0.0009",0.3,False,64,2000,False,0.0025202218492435093,0.00046318789499164367,0.0037944140283491276,0.0011033323827836711,,0.45,0.000879654347605793,0.01642798188690107,False,cosine,False
d896d_01216,3.8866666666666667,116.6,0.8588888888888888,0.36518233802432404,0.6348176619756759,0.7290599269329023,0.8704444444444445,0.12666666666666665,0.0,0.9350702160493828,174.36101144419882,1.7826229333877563,0.17346534132957458,0.1733607053756714,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.004488382206380072,0.000358254281757721,0.004035426462655819,0.002577336055004251,0.45,0.0006121845477065446,0.010826367161234503,0.0,0.0,874.8164422512054,True,,,1,3567b139716546858f9cd3cfa4b36a5c,2023-05-21_15-19-44,1684675184,874.8164422512054,53436,c01,172.16.6.1,874.8164422512054,0,1,0.0053179264068603516,"1216_l1_adj_reg=0.0004,l2_adj_reg=0.0040,learning_rate=0.0045,priority_reg=0.0026,shift=0.0108,temperature=0.0006",0.3,False,64,2000,False,0.004488382206380072,0.000358254281757721,0.004035426462655819,0.002577336055004251,,0.45,0.0006121845477065446,0.010826367161234503,False,cosine,False
d896d_01217,5.866666666666667,176.0,0.7744444444444445,0.4937806481554243,0.5062193518445757,0.6119864592081705,0.8044444444444444,0.18805555555555553,0.0,0.8632839506172839,172.00450468860072,1.8206703662872314,0.12624187767505646,0.1616954356431961,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0012981156787113118,0.00017599802107359918,0.001923502591217267,0.0010113118382717307,0.45,0.0007337416883833429,0.009690397734893965,0.0,0.0,863.2757651805878,True,,,1,3078136707e34c3aa2d3fea539da7a28,2023-05-21_15-19-33,1684675173,863.2757651805878,53632,c01,172.16.6.1,863.2757651805878,0,1,0.006064414978027344,"1217_l1_adj_reg=0.0002,l2_adj_reg=0.0019,learning_rate=0.0013,priority_reg=0.0010,shift=0.0097,temperature=0.0007",0.3,False,64,2000,False,0.0012981156787113118,0.00017599802107359918,0.0019235025912172669,0.0010113118382717307,,0.45,0.0007337416883833429,0.009690397734893965,False,cosine,False
d896d_01218,4.953333333333333,148.6,0.8377777777777776,0.4416983765504291,0.5583016234495708,0.6699591953572612,0.834888888888889,0.16583333333333333,0.0,0.9178132716049383,170.4032179717993,1.2376091480255127,0.09349282830953598,0.13183178007602692,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0012033460634228179,0.00014440832579235973,0.0012898266977758586,0.0012797954069676452,0.45,0.0009017447674737856,0.0088009832377022,0.0,0.0,855.2002272605896,True,,,1,097f3a450f1644b7bb96492632c9d765,2023-05-21_15-19-41,1684675181,855.2002272605896,54031,c01,172.16.6.1,855.2002272605896,0,1,0.005744218826293945,"1218_l1_adj_reg=0.0001,l2_adj_reg=0.0013,learning_rate=0.0012,priority_reg=0.0013,shift=0.0088,temperature=0.0009",0.3,False,64,2000,False,0.0012033460634228179,0.00014440832579235973,0.0012898266977758586,0.0012797954069676452,,0.45,0.0009017447674737855,0.0088009832377022,False,cosine,False
d896d_01219,3.4,102.0,0.9066666666666666,0.33827428735855336,0.6617257126414466,0.7639345582721864,0.8866666666666665,0.11833333333333333,0.0,0.9530632716049382,173.33887120340006,1.438252568244934,0.11296667903661728,0.14280962944030762,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.004376134504933548,0.00026044278158736536,0.003510578814737147,0.0026635502996116924,0.45,0.000970589182729811,0.005211266943902077,0.0,0.0,869.946489572525,True,,,1,d69813fdee46436a830dfdcb63bce84d,2023-05-21_15-20-18,1684675218,869.946489572525,53502,c01,172.16.6.1,869.946489572525,0,1,0.004340410232543945,"1219_l1_adj_reg=0.0003,l2_adj_reg=0.0035,learning_rate=0.0044,priority_reg=0.0027,shift=0.0052,temperature=0.0010",0.3,False,64,2000,False,0.004376134504933548,0.00026044278158736536,0.003510578814737147,0.0026635502996116924,,0.45,0.000970589182729811,0.005211266943902077,False,cosine,False
d896d_01220,4.953333333333333,148.6,0.7844444444444445,0.4370512554031918,0.5629487445968082,0.6553734773838416,0.8348888888888888,0.15250000000000002,0.0,0.9065408950617284,174.25681058260088,2.008635997772217,0.17349281907081604,0.2295553982257843,2.0,30.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0010992536670556185,0.0003266955101319932,0.0010918972844799638,0.001185569687247372,0.45,0.0008204429624969728,0.019650814096639338,0.0,0.0,873.4499189853668,True,,,1,a113b0c148d24e579e0c723f79a9d385,2023-05-21_15-20-23,1684675223,873.4499189853668,53373,c01,172.16.6.1,873.4499189853668,0,1,0.005192995071411133,"1220_l1_adj_reg=0.0003,l2_adj_reg=0.0011,learning_rate=0.0011,priority_reg=0.0012,shift=0.0197,temperature=0.0008",0.3,False,64,2000,False,0.0010992536670556185,0.0003266955101319932,0.0010918972844799638,0.001185569687247372,,0.45,0.0008204429624969728,0.019650814096639338,False,cosine,False
