trial_id,eval/NHD,eval/SHD,eval/TPR,eval/FDR,eval/PPV,eval/F1,eval/ACC,eval/FPR,eval/dagness,eval/roc_auc,eval/time,exp/iter,dset/nodes,dset/samples,hparam/threshold,hparam/force_dag,hparam/batch_size,hparam/max_epochs,hparam/early_stop,hparam/learning_rate,hparam/lambda_reg,hparam/prethreshold,hparam/compute_weights,hparam/joint_learn,hparam/progress_rate,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/threshold,config/force_dag,config/batch_size,config/max_epochs,config/early_stop,config/learning_rate,config/lambda_reg,config/multiplier,config/prethreshold,config/compute_weights,config/joint_learn,config/progress_rate
c7726_00000,29.637999999999998,2963.8,0.44433333333333336,0.9055464817206966,0.09445351827930337,0.15502124659090827,0.70362,0.27982978723404256,0.0,0.5930398758865248,508.18630605350006,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.000989727429965571,0.00013451500207107848,0.29999999999999993,0.0,1.0,0.25,5078.552549123764,True,,,1,2225d63858f74b5787db3d077a517d11,2023-05-18_15-12-20,1684415540,5078.552549123764,408557,c27,172.16.6.27,5078.552549123764,0,1,0.005560874938964844,"0_lambda_reg=0.0001,learning_rate=0.0010",0.3,False,64,5000,True,0.000989727429965571,0.00013451500207107845,[],0.3,False,True,0.25
c7726_00001,26.926,2692.6,0.4058333333333334,0.9018977953447529,0.09810220465524716,0.1568090157027156,0.73074,0.2485212765957447,0.0,0.5904418528368794,511.71234685170003,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.0002930175152410989,0.0029611759730265243,0.29999999999999993,0.0,1.0,0.25,5111.638961076736,True,,,1,b3b36a55eb7048d48ff6c687fd7da13b,2023-05-18_15-12-57,1684415577,5111.638961076736,408641,c27,172.16.6.27,5111.638961076736,0,1,0.005475282669067383,"1_lambda_reg=0.0030,learning_rate=0.0003",0.3,False,64,5000,True,0.0002930175152410989,0.0029611759730265243,[],0.3,False,True,0.25
c7726_00002,23.771000000000004,2377.1,0.29100000000000004,0.9149530358065505,0.08504696419344968,0.12964142947249996,0.7622899999999999,0.20762765957446808,0.0,0.5622164184397164,514.3441871635002,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.00017909599516087189,0.024162192715402264,0.29999999999999993,0.0,1.0,0.25,5139.512707710266,True,,,1,79e9aa3e78de40ba90c4e1afcd6b0a1a,2023-05-18_15-13-30,1684415610,5139.512707710266,408703,c27,172.16.6.27,5139.512707710266,0,1,0.005280733108520508,"2_lambda_reg=0.0242,learning_rate=0.0002",0.3,False,64,5000,True,0.00017909599516087189,0.024162192715402264,[],0.3,False,True,0.25
c7726_00003,20.348000000000003,2034.8,0.27033333333333337,0.8887368065810646,0.11126319341893547,0.14824005024490314,0.79652,0.1698936170212766,0.0,0.56600304964539,518.4169386101,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.0005980153347774234,0.00994992938597679,0.29999999999999993,0.0,1.0,0.25,5179.059695959091,True,,,1,273f0d33cffe488685a79be35014467c,2023-05-18_15-14-10,1684415650,5179.059695959091,408706,c27,172.16.6.27,5179.059695959091,0,1,0.004765987396240234,"3_lambda_reg=0.0099,learning_rate=0.0006",0.3,False,64,5000,True,0.0005980153347774235,0.00994992938597679,[],0.3,False,True,0.25
c7726_00004,29.057000000000006,2905.7,0.45116666666666666,0.9025330375774665,0.09746696242253342,0.15950489382858563,0.70943,0.27408510638297867,0.0,0.5994847783687943,514.4791200399,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.0007828793729812396,0.0007087928790366312,0.29999999999999993,0.0,1.0,0.25,5139.867189884186,True,,,1,99316434eae04f229ad9ffb3dba6947f,2023-05-18_15-13-31,1684415611,5139.867189884186,408708,c27,172.16.6.27,5139.867189884186,0,1,0.005228996276855469,"4_lambda_reg=0.0007,learning_rate=0.0008",0.3,False,64,5000,True,0.0007828793729812396,0.0007087928790366311,[],0.3,False,True,0.25
c7726_00005,27.331,2733.1,0.4385,0.8998020714919452,0.10019792850805476,0.16280197591805096,0.72669,0.25491489361702124,0.0,0.6028425531914894,501.35952047560005,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.0005686547402482826,0.0006884860463434786,0.29999999999999993,0.0,1.0,0.25,5006.656532049179,True,,,1,2c1fad1117ed4fb49520b80534fa197e,2023-05-18_15-11-18,1684415478,5006.656532049179,408710,c27,172.16.6.27,5006.656532049179,0,1,0.004907131195068359,"5_lambda_reg=0.0007,learning_rate=0.0006",0.3,False,64,5000,True,0.0005686547402482826,0.0006884860463434785,[],0.3,False,True,0.25
c7726_00006,23.569,2356.9,0.2888333333333334,0.9096853489407553,0.09031465105924494,0.1326620461250993,0.7643099999999999,0.2053404255319149,0.0,0.5589820124113476,519.4683001814001,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.00025261226422736073,0.014120380571885898,0.29999999999999993,0.0,1.0,0.25,5189.0852637290955,True,,,1,75f0d85ef9fc4fdab5070cfaa53e9a99,2023-05-18_15-14-25,1684415665,5189.0852637290955,408952,c27,172.16.6.27,5189.0852637290955,0,1,0.004769325256347656,"6_lambda_reg=0.0141,learning_rate=0.0003",0.3,False,64,5000,True,0.0002526122642273608,0.0141203805718859,[],0.3,False,True,0.25
c7726_00007,29.773000000000003,2977.3,0.3931666666666666,0.9140234125031406,0.08597658749685957,0.13945049781490795,0.7022700000000001,0.27799999999999997,0.0,0.5649093794326241,519.0271875638001,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.00047000930207449266,0.002909716879205933,0.29999999999999993,0.0,1.0,0.25,5184.341119766235,True,,,1,1f50d4a545fc47eaa72022e60a179044,2023-05-18_15-14-20,1684415660,5184.341119766235,408955,c27,172.16.6.27,5184.341119766235,0,1,0.005391836166381836,"7_lambda_reg=0.0029,learning_rate=0.0005",0.3,False,64,5000,True,0.0004700093020744926,0.002909716879205933,[],0.3,False,True,0.25
c7726_00008,26.278000000000002,2627.8,0.32316666666666666,0.917144521922134,0.08285547807786589,0.13003991026564746,0.73722,0.2363510638297872,0.0,0.5550525177304964,522.1353413528,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.00016697438103377562,0.012980214238907797,0.29999999999999993,0.0,1.0,0.25,5216.260594129562,True,,,1,df35ee867a754bf2a0365ff494ab63ac,2023-05-18_15-14-52,1684415692,5216.260594129562,408957,c27,172.16.6.27,5216.260594129562,0,1,0.005896806716918945,"8_lambda_reg=0.0130,learning_rate=0.0002",0.3,False,64,5000,True,0.00016697438103377562,0.012980214238907797,[],0.3,False,True,0.25
c7726_00009,28.05,2805.0,0.36766666666666664,0.9145196096817436,0.08548039031825636,0.1373789555977906,0.7194999999999999,0.25804255319148933,0.0,0.5625400797872341,517.6359128147999,4.5,100.0,1000.0,0.29999999999999993,0.0,64.0,5000.0,1.0,0.00023343887793911335,0.005658809730190573,0.29999999999999993,0.0,1.0,0.25,5170.793369293213,True,,,1,78d6e38a7aa54d37981ede92f5de0dc5,2023-05-18_15-14-07,1684415647,5170.793369293213,408959,c27,172.16.6.27,5170.793369293213,0,1,0.004700422286987305,"9_lambda_reg=0.0057,learning_rate=0.0002",0.3,False,64,5000,True,0.00023343887793911337,0.005658809730190572,[],0.3,False,True,0.25
