trial_id,eval/NHD,eval/SHD,eval/TPR,eval/FDR,eval/PPV,eval/F1,eval/ACC,eval/FPR,eval/dagness,eval/roc_auc,eval/time,eval/priority_l2_norm,eval/priority_diff_mean,eval/priority_diff_std,exp/iter,dset/nodes,dset/samples,hparam/threshold,hparam/force_dag,hparam/batch_size,hparam/max_epochs,hparam/early_stop,hparam/learning_rate,hparam/adj_reg,hparam/priority_reg,hparam/init_temperature,hparam/temperature,hparam/shift,hparam/hard_threshold,hparam/symmetric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/threshold,config/force_dag,config/batch_size,config/max_epochs,config/early_stop,config/learning_rate,config/adj_reg,config/priority_reg,config/hidden_size,config/init_temperature,config/temperature,config/shift,config/hard_threshold,config/anneal,config/symmetric
4e95e_00024,3.64975,2919.8,0.9004388714733542,0.4670378118627407,0.5329621881372593,0.6672310770050489,0.9954378125,0.004086305177368454,0.0,0.9802198074463927,6156.443711438999,10.184370040893555,0.17418891191482544,0.21869023144245148,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.017341802461612085,0.022666584959716646,0.02784678498621847,0.45,0.002,0.01,0.0,0.0,30959.158582687378,True,,,1,dc16dd1b085a4f018bf90218511e8c0c,2023-05-05_08-19-23,1683267563,30959.158582687378,76308,c20,172.16.6.20,30959.158582687378,0,1,0.010270118713378906,"24_adj_reg=0.0227,learning_rate=0.0173,priority_reg=0.0278",0.3,False,64,2000,False,0.017341802461612085,0.022666584959716646,0.02784678498621847,,0.45,0.002,0.01,False,cosine,False
4e95e_00025,4.7292499999999995,3783.4,0.784576802507837,0.5491874125686292,0.4508125874313708,0.5711026596867417,0.9940884375,0.004862046764341011,0.0,0.895158660730535,6281.0548825122005,22.280492782592773,0.2448514997959137,0.24499353766441345,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.00041748913249692207,0.04168109825659702,0.0015816918610670216,0.45,0.002,0.01,0.0,0.0,31561.019780874252,True,,,1,35e84d0d526345b78797b0826158eb92,2023-05-05_08-29-36,1683268176,31561.019780874252,76372,c20,172.16.6.20,31561.019780874252,0,1,0.011154890060424805,"25_adj_reg=0.0417,learning_rate=0.0004,priority_reg=0.0016",0.3,False,64,2000,False,0.00041748913249692207,0.04168109825659702,0.0015816918610670214,,0.45,0.002,0.01,False,cosine,False
4e95e_00026,2.02275,1618.2,0.8478369905956112,0.29484324710702914,0.705156752892971,0.7698653001419301,0.9974715625,0.0017788665378998259,0.0,0.9941674319180749,6262.8800265292,9.69920539855957,0.16498026251792908,0.1288289725780487,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.007116168588271678,0.07638207957254595,0.004322104208372884,0.45,0.002,0.01,0.0,0.0,31467.161987781525,True,,,1,27bc58dd9c75489681e9c1ae84b7e51b,2023-05-05_08-28-13,1683268093,31467.161987781525,76438,c20,172.16.6.20,31467.161987781525,0,1,0.012057065963745117,"26_adj_reg=0.0764,learning_rate=0.0071,priority_reg=0.0043",0.3,False,64,2000,False,0.007116168588271678,0.07638207957254595,0.004322104208372884,,0.45,0.002,0.01,False,cosine,False
4e95e_00027,3.0174999999999996,2414.0,0.829592476489028,0.411449842456182,0.588550157543818,0.6877679818368777,0.996228125,0.002937139806221634,0.0,0.9798634383990461,6296.261245711,21.165239334106445,0.20701508224010468,0.16699567437171936,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0007028472828315495,0.08346001891916634,0.0012857866279719582,0.45,0.002,0.01,0.0,0.0,31597.916833639145,True,,,1,e3e9772d08c84c7fb6a3f4ae6055a87e,2023-05-05_08-30-35,1683268235,31597.916833639145,76501,c20,172.16.6.20,31597.916833639145,0,1,0.013854742050170898,"27_adj_reg=0.0835,learning_rate=0.0007,priority_reg=0.0013",0.3,False,64,2000,False,0.0007028472828315495,0.08346001891916634,0.0012857866279719582,,0.45,0.002,0.01,False,cosine,False
4e95e_00028,3.0789999999999997,2463.2,0.9309090909090909,0.42823903078525943,0.5717609692147405,0.7077921254457575,0.9961512499999999,0.003521929617939423,0.0,0.994749764586308,6143.581128613,8.857706069946289,0.11836688220500946,0.08943470567464828,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0024135184662499656,0.02385236102221755,0.00615525615069909,0.45,0.002,0.01,0.0,0.0,30875.04941701889,True,,,1,e032bea7e5a64c0a88a688ecc60d37cd,2023-05-05_08-18-44,1683267524,30875.04941701889,76566,c20,172.16.6.20,30875.04941701889,0,1,0.011416912078857422,"28_adj_reg=0.0239,learning_rate=0.0024,priority_reg=0.0062",0.3,False,64,2000,False,0.0024135184662499656,0.02385236102221755,0.00615525615069909,,0.45,0.002,0.01,False,cosine,False
4e95e_00029,19.011,15208.8,0.7939811912225706,0.8307239808110838,0.16927601918891613,0.2743839970032576,0.97623625,0.022850771815769243,0.0,0.9229916978923012,6207.8342581556,154.48580932617188,4.236468315124512,3.962900161743164,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.09861186900356853,0.0613655164237916,0.011439858363151912,0.45,0.002,0.01,0.0,0.0,31301.04710626602,True,,,1,8d3c4ce47b8b48f6a85a960173962207,2023-05-05_08-26-04,1683267964,31301.04710626602,76629,c20,172.16.6.20,31301.04710626602,0,1,0.016468524932861328,"29_adj_reg=0.0614,learning_rate=0.0986,priority_reg=0.0114",0.3,False,64,2000,False,0.09861186900356853,0.0613655164237916,0.011439858363151912,,0.45,0.002,0.01,False,cosine,False
4e95e_00030,5.03725,4029.8,0.9202507836990594,0.5578995669072613,0.4421004330927386,0.5959608701892087,0.9937034375,0.0059286129300733185,0.0,0.9929646497218035,6204.8830476411995,1.8618667125701904,0.03297525271773338,0.02885129675269127,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0005852285321632141,0.014925830616299485,0.09288860198069131,0.45,0.002,0.01,0.0,0.0,31243.18840456009,True,,,1,41410775a7f544cd89b45ad37f7c52ec,2023-05-05_08-25-20,1683267920,31243.18840456009,76696,c20,172.16.6.20,31243.18840456009,0,1,0.010609626770019531,"30_adj_reg=0.0149,learning_rate=0.0006,priority_reg=0.0929",0.3,False,64,2000,False,0.0005852285321632141,0.014925830616299485,0.09288860198069131,,0.45,0.002,0.01,False,cosine,False
4e95e_00031,4.41,3528.0,0.9002507836990595,0.5249683242398913,0.47503167576010874,0.621056362404369,0.9944875,0.005040435922802744,0.0,0.9768752324416387,6253.6148108964,24.99936294555664,0.27868887782096863,0.37323448061943054,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.02469494201650768,0.025371909700055355,0.0303692142576227,0.45,0.002,0.01,0.0,0.0,31423.032940864563,True,,,1,8cbb0fb3a04f4eb1abfacf69146beea2,2023-05-05_08-28-33,1683268113,31423.032940864563,76762,c20,172.16.6.20,31423.032940864563,0,1,0.009630203247070312,"31_adj_reg=0.0254,learning_rate=0.0247,priority_reg=0.0304",0.3,False,64,2000,False,0.02469494201650768,0.025371909700055355,0.030369214257622703,,0.45,0.002,0.01,False,cosine,False
4e95e_00032,2.631,2104.8,0.9382445141065829,0.3858365048019551,0.6141634951980449,0.7414355823674945,0.99671125,0.0029958700397292757,0.0,0.9956153881028967,6216.0139084148,2.149817943572998,0.06143944710493088,0.08741865307092667,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0034208625816441545,0.022745031331071246,0.06259957707171247,0.45,0.002,0.01,0.0,0.0,31272.850287675858,True,,,1,876d0a7c42394bf5b1b30ee13c8d6cbb,2023-05-05_08-26-16,1683267976,31272.850287675858,76829,c20,172.16.6.20,31272.850287675858,0,1,0.010815143585205078,"32_adj_reg=0.0227,learning_rate=0.0034,priority_reg=0.0626",0.3,False,64,2000,False,0.003420862581644155,0.022745031331071246,0.06259957707171247,,0.45,0.002,0.01,False,cosine,False
4e95e_00033,2.77475,2219.8,0.912664576802508,0.3970420649516343,0.6029579350483656,0.7253221955762758,0.9965315625000001,0.0030483189648403465,0.0,0.9941891036134802,6104.719191537601,8.336901664733887,0.13569651544094086,0.10394098609685898,2.0,800.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.003495361406440406,0.040187587897985204,0.0036204158877393604,0.45,0.002,0.01,0.0,0.0,30671.7017121315,True,,,1,8691c37fcef64a3989288796dfa56775,2023-05-05_08-16-30,1683267390,30671.7017121315,76908,c20,172.16.6.20,30671.7017121315,0,1,0.011729001998901367,"33_adj_reg=0.0402,learning_rate=0.0035,priority_reg=0.0036",0.3,False,64,2000,False,0.003495361406440406,0.040187587897985204,0.0036204158877393604,,0.45,0.002,0.01,False,cosine,False
