trial_id,eval/NHD,eval/SHD,eval/TPR,eval/FDR,eval/PPV,eval/F1,eval/ACC,eval/FPR,eval/dagness,eval/roc_auc,eval/time,eval/priority_l2_norm,eval/priority_diff_mean,eval/priority_diff_std,exp/iter,dset/nodes,dset/samples,hparam/threshold,hparam/force_dag,hparam/batch_size,hparam/max_epochs,hparam/early_stop,hparam/learning_rate,hparam/adj_reg,hparam/priority_reg,hparam/init_temperature,hparam/temperature,hparam/shift,hparam/hard_threshold,hparam/symmetric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/threshold,config/force_dag,config/batch_size,config/max_epochs,config/early_stop,config/learning_rate,config/adj_reg,config/priority_reg,config/hidden_size,config/init_temperature,config/temperature,config/shift,config/hard_threshold,config/anneal,config/symmetric
4eaa5_00046,3.2448,4867.2,0.6181333333333333,0.4087041577448801,0.5912958422551199,0.6040096568543434,0.9978368,0.0011479500891265592,0.0,0.9738188395053478,22315.834967835995,20.516315460205078,0.28011536598205566,0.27672743797302246,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.004969207559536242,0.08142339906959413,0.004226554458929182,0.45,0.002,0.01,0.0,0.0,112364.90422344208,True,,,1,da00a254d65f427f9e4806187c14864c,2023-05-06_07-03-52,1683349432,112364.90422344208,81714,c21,172.16.6.21,112364.90422344208,0,1,0.022118568420410156,"46_adj_reg=0.0814,learning_rate=0.0050,priority_reg=0.0042",0.3,False,64,2000,False,0.004969207559536242,0.08142339906959413,0.004226554458929182,,0.45,0.002,0.01,False,cosine,False
4eaa5_00047,109.76520000000001,164647.8,0.8079666666666666,0.9657478891672285,0.03425211083277145,0.06542603048956931,0.9268232,0.0728590017825312,0.0,0.9133705198603683,21686.0342309922,125.6961669921875,2.09124755859375,1.9358623027801514,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.037178745651203646,0.010590119884224876,0.005995619536858791,0.45,0.002,0.01,0.0,0.0,109487.76699972153,True,,,1,38c20477ea014a95874ca77e08086151,2023-05-06_06-16-19,1683346579,109487.76699972153,81806,c21,172.16.6.21,109487.76699972153,0,1,0.018482685089111328,"47_adj_reg=0.0106,learning_rate=0.0372,priority_reg=0.0060",0.3,False,64,2000,False,0.037178745651203646,0.010590119884224876,0.005995619536858791,,0.45,0.002,0.01,False,cosine,False
4eaa5_00048,11.1368,16705.2,0.8116333333333333,0.7602961087471409,0.23970389125285912,0.369734007396724,0.9925754666666666,0.0069407308377896545,0.0,0.9783905205882352,20601.0916872436,7.441025733947754,0.07236988842487335,0.06355850398540497,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.0002629749460358377,0.01252565333823156,0.019543035620823393,0.45,0.002,0.01,0.0,0.0,104672.30172991753,True,,,1,52c292e3efb04fb491b3fbfef2eebaed,2023-05-06_04-56-26,1683341786,104672.30172991753,81879,c21,172.16.6.21,104672.30172991753,0,1,0.02204108238220215,"48_adj_reg=0.0125,learning_rate=0.0003,priority_reg=0.0195",0.3,False,64,2000,False,0.0002629749460358377,0.01252565333823156,0.019543035620823393,,0.45,0.002,0.01,False,cosine,False
4eaa5_00049,5.067333333333334,7601.0,0.5829000000000001,0.5825452139556273,0.4174547860443726,0.48375429349452653,0.9966217777777777,0.0022720142602495664,0.0,0.9741376012700534,21872.482412791804,8.366659164428711,0.11817090213298798,0.0925460234284401,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.00014124709013703805,0.08990941556808842,0.004228049866429968,0.45,0.002,0.01,0.0,0.0,110455.3147726059,True,,,1,745072a4da7e45d5b7475c3744429290,2023-05-06_06-33-18,1683347598,110455.3147726059,81952,c21,172.16.6.21,110455.3147726059,0,1,0.026880979537963867,"49_adj_reg=0.0899,learning_rate=0.0001,priority_reg=0.0042",0.3,False,64,2000,False,0.00014124709013703805,0.08990941556808842,0.004228049866429968,,0.45,0.002,0.01,False,cosine,False
4eaa5_00050,54.31613333333333,81474.2,0.7711666666666667,0.9351857123879646,0.06481428761203546,0.11844042950263067,0.9637892444444445,0.035695721925133664,0.0,0.9167794487076648,22127.445118663,113.73320007324219,1.7322368621826172,1.58040452003479,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.03060310215705251,0.030814772522865623,0.0035995722778525757,0.45,0.002,0.01,0.0,0.0,111651.89880490303,True,,,1,b217b02810bf485f8495d780e6af0d0f,2023-05-06_06-53-46,1683348826,111651.89880490303,82024,c21,172.16.6.21,111651.89880490303,0,1,0.024224042892456055,"50_adj_reg=0.0308,learning_rate=0.0306,priority_reg=0.0036",0.3,False,64,2000,False,0.03060310215705251,0.030814772522865626,0.0035995722778525757,,0.45,0.002,0.01,False,cosine,False
4eaa5_00051,18.332133333333335,27498.2,0.7939666666666666,0.8299281632928865,0.17007183670711337,0.27666911073320594,0.9877785777777778,0.011703208556149747,0.0,0.9502399390819966,21614.1575433498,23.28688621520996,0.4563198685646057,0.493412584066391,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.014717885558408906,0.022596189368754824,0.053781452662513864,0.45,0.002,0.01,0.0,0.0,109241.36684298515,True,,,1,683f85c9931c408994d06dec7b67f153,2023-05-06_06-14-14,1683346454,109241.36684298515,82091,c21,172.16.6.21,109241.36684298515,0,1,0.03870391845703125,"51_adj_reg=0.0226,learning_rate=0.0147,priority_reg=0.0538",0.3,False,64,2000,False,0.014717885558408904,0.022596189368754824,0.053781452662513864,,0.45,0.002,0.01,False,cosine,False
4eaa5_00052,6.030133333333334,9045.2,0.7699666666666667,0.6131717056759876,0.3868282943240125,0.5122021975230002,0.995979911111111,0.0034157754010694765,0.0,0.9808432004010695,21205.5225437396,8.313507080078125,0.10184208303689957,0.0854269489645958,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.00038009605584266216,0.031216917680049767,0.007688532840661251,0.45,0.002,0.01,0.0,0.0,107547.67055082321,True,,,1,ff6189cf54b04325ade5a3ac6a82591c,2023-05-06_05-46-43,1683344803,107547.67055082321,82170,c21,172.16.6.21,107547.67055082321,0,1,0.03443193435668945,"52_adj_reg=0.0312,learning_rate=0.0004,priority_reg=0.0077",0.3,False,64,2000,False,0.00038009605584266216,0.031216917680049767,0.007688532840661251,,0.45,0.002,0.01,False,cosine,False
4eaa5_00053,10.7796,16169.4,0.7456666666666667,0.7598226282777752,0.24017737172222478,0.3618489487158083,0.9928136000000001,0.006525579322638153,0.0,0.9635862453060012,21795.8228621358,8.19659423828125,0.08685161173343658,0.07317633926868439,2.0,1500.0,1000.0,0.3,0.0,64.0,2000.0,0.0,0.00016466660020613552,0.0177699249007982,0.004995696294940938,0.45,0.002,0.01,0.0,0.0,110150.75360178947,True,,,1,a20f9b94e17d4e07b9505c10ea03eeee,2023-05-06_06-30-47,1683347447,110150.75360178947,82247,c21,172.16.6.21,110150.75360178947,0,1,0.033360958099365234,"53_adj_reg=0.0178,learning_rate=0.0002,priority_reg=0.0050",0.3,False,64,2000,False,0.00016466660020613552,0.0177699249007982,0.004995696294940938,,0.45,0.002,0.01,False,cosine,False
