trial_id,eval/NHD,eval/SHD,eval/TPR,eval/FDR,eval/PPV,eval/F1,eval/ACC,eval/FPR,eval/dagness,eval/roc_auc,eval/time,exp/iter,dset/nodes,dset/samples,hparam/threshold,hparam/force_dag,hparam/batch_size,hparam/max_epochs,hparam/early_stop,hparam/learning_rate,hparam/lambda_reg,hparam/initial_path_coefficient,hparam/path_decay_factor,hparam/max_steps,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/threshold,config/force_dag,config/batch_size,config/max_epochs,config/early_stop,config/learning_rate,config/lambda_reg,config/hidden_size,config/initial_path_coefficient,config/path_decay_factor,config/log_det_parameter,config/max_steps
51ccc_00000,3.47,69.4,0.3775,0.3913451491560298,0.6086548508439702,0.4635412521371826,0.8265,0.061250000000000006,0.08017711639404297,0.75286328125,3372.0825603967996,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00010474010859298868,0.00022852348106708323,1.0,0.1,4.0,33681.305053949356,True,,,1,6df105f1f50f47fe8f598a96469b7c0f,2023-05-12_21-39-48,1683920388,33681.305053949356,219241,c01,172.16.6.1,33681.305053949356,0,1,0.005440711975097656,"0_lambda_reg=0.0002,learning_rate=0.0001",0.3,False,64,7000,True,0.00010474010859298869,0.00022852348106708323,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00001,3.8600000000000003,77.2,0.06625,0.29444444444444445,0.7055555555555555,0.11929678536170167,0.807,0.007812499999999989,0.052588272094726565,0.6333046875,3397.5134336081996,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0003480364673928627,0.0004909020144148389,1.0,0.1,4.0,33935.02824759483,True,,,1,58e82be317d741529a93096946d1d69e,2023-05-12_21-44-07,1683920647,33935.02824759483,219321,c01,172.16.6.1,33935.02824759483,0,1,0.00587010383605957,"1_lambda_reg=0.0005,learning_rate=0.0003",0.3,False,64,7000,True,0.0003480364673928628,0.0004909020144148389,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00002,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.04926776885986328,0.56055859375,3413.4450373879,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00028401533882739874,0.02086305697488691,1.0,0.1,4.0,34095.40176439285,True,,,1,20ed1bd6298f45c893d72a15ba0cc3d1,2023-05-12_21-46-52,1683920812,34095.40176439285,219383,c01,172.16.6.1,34095.40176439285,0,1,0.004900693893432617,"2_lambda_reg=0.0209,learning_rate=0.0003",0.3,False,64,7000,True,0.00028401533882739874,0.02086305697488691,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00003,3.88,77.6,0.03125000000000001,0.016666666666666663,0.9833333333333334,0.060174033669604166,0.806,0.00031250000000000445,0.049814796447753905,0.61730078125,3392.5910778185003,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00034331059384972617,0.0014107979805259786,1.0,0.1,4.0,33887.29888391495,True,,,1,ba9d4f4c336d4982980e4e574af62c37,2023-05-12_21-43-24,1683920604,33887.29888391495,219386,c01,172.16.6.1,33887.29888391495,0,1,0.004843711853027344,"3_lambda_reg=0.0014,learning_rate=0.0003",0.3,False,64,7000,True,0.00034331059384972617,0.0014107979805259786,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00004,3.8899999999999997,77.8,0.037500000000000006,0.16999999999999998,0.8300000000000001,0.07127468665691625,0.8055,0.0025000000000000022,0.04801311492919922,0.6251914062499999,3336.1362641893998,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0004637654667836133,0.0005808516209956371,1.0,0.1,4.0,33315.94009375572,True,,,1,0926e61395664304a0f0058bbbce254b,2023-05-12_21-33-53,1683920033,33315.94009375572,219388,c01,172.16.6.1,33315.94009375572,0,1,0.006254434585571289,"4_lambda_reg=0.0006,learning_rate=0.0005",0.3,False,64,7000,True,0.0004637654667836133,0.0005808516209956371,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00005,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.052313804626464844,0.55633203125,3418.1978828432,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00021870179187125855,0.061750968814257276,1.0,0.1,4.0,34140.33429765701,True,,,1,66d6d959c47a46cb92dc67cf1eb42724,2023-05-12_21-47-42,1683920862,34140.33429765701,219570,c01,172.16.6.1,34140.33429765701,0,1,0.005146503448486328,"5_lambda_reg=0.0618,learning_rate=0.0002",0.3,False,64,7000,True,0.00021870179187125853,0.06175096881425729,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00006,3.9899999999999998,79.8,0.0025,0.8,0.2,0.004938271604938272,0.8005000000000001,0.0,0.05347499847412109,0.6289570312500001,3335.8545758009,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0001717375347877433,0.009334907201087605,1.0,0.1,4.0,33316.36393737793,True,,,1,62115bdada224541863fe8205fe78e61,2023-05-12_21-33-58,1683920038,33316.36393737793,219573,c01,172.16.6.1,33316.36393737793,0,1,0.006279945373535156,"6_lambda_reg=0.0093,learning_rate=0.0002",0.3,False,64,7000,True,0.0001717375347877433,0.009334907201087603,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00007,3.7399999999999998,74.8,0.0875,0.19007992007992008,0.80992007992008,0.15510474972197005,0.813,0.005625000000000014,0.05652065277099609,0.61240234375,3361.8642477269,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00022582282340317638,0.0008659253145731885,1.0,0.1,4.0,33574.50677728653,True,,,1,663d85d0612747c7993b475e20d0eb1c,2023-05-12_21-38-16,1683920296,33574.50677728653,219575,c01,172.16.6.1,33574.50677728653,0,1,0.006014108657836914,"7_lambda_reg=0.0009,learning_rate=0.0002",0.3,False,64,7000,True,0.00022582282340317638,0.0008659253145731886,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00008,3.95,79.0,0.0125,0.4,0.6,0.024278401514173875,0.8025,0.0,0.048206520080566403,0.64474609375,3341.8540603691,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00032043503463305336,0.0030092349074450878,1.0,0.1,4.0,33370.56771993637,True,,,1,f55785c2ddb84d73a14de4306aec8dab,2023-05-12_21-34-53,1683920093,33370.56771993637,219577,c01,172.16.6.1,33370.56771993637,0,1,0.00709986686706543,"8_lambda_reg=0.0030,learning_rate=0.0003",0.3,False,64,7000,True,0.00032043503463305336,0.0030092349074450878,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00009,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.03926925659179688,0.51072265625,3400.7243333713996,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0009303123359307904,0.00664169370010999,1.0,0.1,4.0,33967.66842865944,True,,,1,e935a110b8b0419d9685ff6801422ae6,2023-05-12_21-44-55,1683920695,33967.66842865944,219820,c01,172.16.6.1,33967.66842865944,0,1,0.004769802093505859,"9_lambda_reg=0.0066,learning_rate=0.0009",0.3,False,64,7000,True,0.0009303123359307903,0.00664169370010999,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00010,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.04087123870849609,0.5334609375,3316.896587214799,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0006887050453580356,0.0076019430626643025,1.0,0.1,4.0,33122.68209314346,True,,,1,9cc523f8bbdb4c91b0aa6afe256c6f14,2023-05-12_21-30-49,1683919849,33122.68209314346,219822,c01,172.16.6.1,33122.68209314346,0,1,0.0050275325775146484,"10_lambda_reg=0.0076,learning_rate=0.0007",0.3,False,64,7000,True,0.0006887050453580358,0.007601943062664303,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00011,3.8549999999999995,77.1,0.04375,0.14523809523809525,0.8547619047619047,0.0829835714925771,0.80725,0.0018750000000000155,0.046187400817871094,0.6151523437499999,3404.3593008871003,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0005060917140784331,0.0006118326618678216,1.0,0.1,4.0,34002.654524326324,True,,,1,31973b4024dc45f790c6328e76e74da4,2023-05-12_21-45-30,1683920730,34002.654524326324,219824,c01,172.16.6.1,34002.654524326324,0,1,0.005109548568725586,"11_lambda_reg=0.0006,learning_rate=0.0005",0.3,False,64,7000,True,0.0005060917140784331,0.0006118326618678216,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00012,3.5799999999999996,71.6,0.35874999999999996,0.4132536913361501,0.5867463086638499,0.44163527569710964,0.821,0.06343750000000001,0.07675228118896485,0.7410859375000001,3352.8930908437005,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00011503704804468529,0.00018642649870556375,1.0,0.1,4.0,33482.46473455429,True,,,1,fb147707cb0242eda7c2e1f42b09c275,2023-05-12_21-36-55,1683920215,33482.46473455429,220007,c01,172.16.6.1,33482.46473455429,0,1,0.004703998565673828,"12_lambda_reg=0.0002,learning_rate=0.0001",0.3,False,64,7000,True,0.00011503704804468527,0.00018642649870556375,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00013,3.995,79.9,0.00125,0.9,0.1,0.002469135802469136,0.8002499999999999,0.0,0.048003768920898436,0.6024375,3392.3483693356,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00027700617390016586,0.006065793427490896,1.0,0.1,4.0,33882.46491193771,True,,,1,e35a8aad4c5649c5ae9e51b70610c72e,2023-05-12_21-43-35,1683920615,33882.46491193771,220009,c01,172.16.6.1,33882.46491193771,0,1,0.005159616470336914,"13_lambda_reg=0.0061,learning_rate=0.0003",0.3,False,64,7000,True,0.0002770061739001659,0.006065793427490896,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00014,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.043374824523925784,0.5478320312499999,3357.9135154948003,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00046294459279045606,0.06215447970094453,1.0,0.1,4.0,33528.58197450638,True,,,1,cae93b29b4d6462c973d814e3ff29218,2023-05-12_21-37-46,1683920266,33528.58197450638,220130,c01,172.16.6.1,33528.58197450638,0,1,0.005048274993896484,"14_lambda_reg=0.0622,learning_rate=0.0005",0.3,False,64,7000,True,0.000462944592790456,0.06215447970094452,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00015,3.6799999999999997,73.6,0.1125,0.2234271284271284,0.7765728715728717,0.19459012783991642,0.8160000000000001,0.008125000000000004,0.060368919372558595,0.64835546875,3322.1204361231003,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00022001040432147217,0.0006880462949627647,1.0,0.1,4.0,33175.14430522919,True,,,1,560563f1dfff4704aaa21442724dfb42,2023-05-12_21-31-58,1683919918,33175.14430522919,220194,c01,172.16.6.1,33175.14430522919,0,1,0.006644248962402344,"15_lambda_reg=0.0007,learning_rate=0.0002",0.3,False,64,7000,True,0.0002200104043214722,0.0006880462949627647,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00016,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.04104804992675781,0.5237265625,3333.1047577514,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0006734518948606622,0.08010480695241715,1.0,0.1,4.0,33285.97156858444,True,,,1,fe778de955fd4f599346a1846cf7fdc7,2023-05-12_21-33-48,1683920028,33285.97156858444,220197,c01,172.16.6.1,33285.97156858444,0,1,0.006510257720947266,"16_lambda_reg=0.0801,learning_rate=0.0007",0.3,False,64,7000,True,0.0006734518948606621,0.08010480695241715,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00017,3.9899999999999998,79.8,0.0025,0.8,0.2,0.004938271604938272,0.8005000000000001,0.0,0.050879478454589844,0.5494960937500001,3348.9275326561997,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0002334368185923657,0.010102085074004032,1.0,0.1,4.0,33440.51528143883,True,,,1,45a37393d25742689511065cbe09da1c,2023-05-12_21-36-23,1683920183,33440.51528143883,220199,c01,172.16.6.1,33440.51528143883,0,1,0.004346609115600586,"17_lambda_reg=0.0101,learning_rate=0.0002",0.3,False,64,7000,True,0.00023343681859236566,0.010102085074004032,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00018,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.05477752685546875,0.5910507812500001,3336.6863805620997,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00016647510043865443,0.06480047275165665,1.0,0.1,4.0,33318.91153526306,True,,,1,ba3ed49c4f7d4fdda00ba23437455f5b,2023-05-12_21-34-22,1683920062,33318.91153526306,220201,c01,172.16.6.1,33318.91153526306,0,1,0.022379636764526367,"18_lambda_reg=0.0648,learning_rate=0.0002",0.3,False,64,7000,True,0.00016647510043865443,0.06480047275165664,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00019,3.9899999999999998,79.8,0.0025,0.8,0.2,0.004938271604938272,0.8005000000000001,0.0,0.04371356964111328,0.64232421875,3411.7384668053005,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0004863489243780785,0.002427250907245751,1.0,0.1,4.0,34075.81864261627,True,,,1,b590166bd1be4ae1a5b9c76a6e48c1eb,2023-05-12_21-47-04,1683920824,34075.81864261627,220444,c01,172.16.6.1,34075.81864261627,0,1,0.00511932373046875,"19_lambda_reg=0.0024,learning_rate=0.0005",0.3,False,64,7000,True,0.00048634892437807853,0.0024272509072457513,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00020,4.0,80.0,0.0,1.0,0.0,0.0,0.8,0.0,0.04716033935546875,0.5566953125,3312.4419705052997,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.0003270688282016402,0.009853113217320287,1.0,0.1,4.0,33079.683418512344,True,,,1,ffdb6e73a13344ccbf8291a8fe868e77,2023-05-12_21-30-33,1683919833,33079.683418512344,220508,c01,172.16.6.1,33079.683418512344,0,1,0.0047075748443603516,"20_lambda_reg=0.0099,learning_rate=0.0003",0.3,False,64,7000,True,0.00032706882820164016,0.009853113217320287,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
51ccc_00021,3.9899999999999998,79.8,0.0025,0.8,0.2,0.004938271604938272,0.8005000000000001,0.0,0.0536529541015625,0.59969921875,3420.5663928034,4.5,20.0,1000.0,0.29999999999999993,0.0,64.0,7000.0,1.0,0.00017604807644065884,0.01598479324964766,1.0,0.1,4.0,34162.29526615143,True,,,1,e113d35edba547bdb8bb1b708651f298,2023-05-12_21-48-42,1683920922,34162.29526615143,220570,c01,172.16.6.1,34162.29526615143,0,1,0.005484819412231445,"21_lambda_reg=0.0160,learning_rate=0.0002",0.3,False,64,7000,True,0.00017604807644065886,0.01598479324964766,[10],1.0,0.1,"[1.0, 1.0, 1.0, 1.0]",4
